state,action,q_value
"[['.' '.' '.']
 ['.' '.' '.']
 ['.' '.' '.']]",1,0.22782036552631457
"[['.' '.' '.']
 ['.' '.' '.']
 ['.' '.' '.']]",2,0.22782036552631457
"[['.' '.' '.']
 ['.' '.' '.']
 ['.' '.' '.']]",0,0.22782036552631457
"[['.' '.' '.']
 ['X' '.' '.']
 ['.' '.' '.']]",2,0.253133739473683
"[['.' '.' '.']
 ['X' '.' '.']
 ['.' '.' '.']]",1,-0.040095539015950456
"[['.' '.' '.']
 ['X' '.' '.']
 ['.' '.' '.']]",0,0.1846459866884409
"[['.' '.' '.']
 ['X' '.' '.']
 ['O' '.' '.']]",0,0.043582423838923176
"[['.' '.' '.']
 ['X' '.' '.']
 ['O' '.' '.']]",2,0.2812597105263147
"[['.' '.' '.']
 ['X' '.' '.']
 ['O' '.' '.']]",1,0.009960793416986708
"[['X' '.' '.']
 ['X' '.' '.']
 ['O' '.' '.']]",0,0.17187210023120694
"[['X' '.' '.']
 ['X' '.' '.']
 ['O' '.' '.']]",2,-0.012197885721251253
"[['X' 'O' '.']
 ['X' '.' '.']
 ['O' '.' '.']]",0,0.3472179587743828
"[['X' 'O' '.']
 ['X' '.' '.']
 ['O' '.' '.']]",1,0.0
"[['X' 'O' '.']
 ['X' '.' '.']
 ['O' '.' '.']]",2,0.11941384448933655
"[['X' 'O' 'X']
 ['X' '.' '.']
 ['O' '.' '.']]",2,-0.1747254510693531
"[['X' 'O' 'X']
 ['X' '.' '.']
 ['O' '.' '.']]",1,0.38581577036654907
"[['X' 'O' 'X']
 ['X' '.' '.']
 ['O' 'O' '.']]",1,-0.2400717966268705
"[['X' 'O' 'X']
 ['X' 'X' '.']
 ['O' 'O' '.']]",2,0.7941088679053511
"[['X' 'O' 'X']
 ['X' 'X' '.']
 ['O' 'O' '.']]",1,-0.1
"[['X' 'O' 'X']
 ['X' 'X' 'O']
 ['O' 'O' '.']]",2,0.19
"[['.' '.' '.']
 ['X' 'O' '.']
 ['.' '.' '.']]",0,-0.07650129779211826
"[['X' '.' '.']
 ['X' 'O' '.']
 ['.' '.' '.']]",0,-0.1597186720701732
"[['X' '.' '.']
 ['X' 'O' '.']
 ['.' '.' '.']]",2,-0.15709603060936114
"[['X' 'O' '.']
 ['X' 'O' '.']
 ['.' '.' '.']]",0,-0.18734234759221666
"[['X' 'O' '.']
 ['X' 'O' '.']
 ['.' '.' '.']]",2,0.6125795110000001
"[['X' 'O' '.']
 ['X' 'O' '.']
 ['.' '.' '.']]",1,0.0
"[['X' 'O' 'X']
 ['X' 'O' '.']
 ['.' '.' '.']]",1,-0.1789316438986497
"[['X' 'O' 'X']
 ['X' 'O' 'O']
 ['.' '.' '.']]",2,0.901522909781639
"[['X' 'O' 'X']
 ['X' 'O' '.']
 ['O' '.' '.']]",2,0.4286842086714142
"[['X' 'O' 'X']
 ['X' 'O' '.']
 ['O' '.' '.']]",1,-0.295867363519
"[['X' 'O' 'X']
 ['X' 'O' '.']
 ['O' 'X' '.']]",1,0.47631578938401886
"[['X' 'O' 'X']
 ['X' 'O' '.']
 ['O' 'X' '.']]",2,0.3102347430049999
"[['X' 'O' 'X']
 ['X' 'O' 'O']
 ['O' 'X' '.']]",2,0.4999999999003719
"[['X' 'O' 'X']
 ['X' 'O' 'X']
 ['O' '.' '.']]",2,0.46855900000000006
"[['X' '.' '.']
 ['X' '.' '.']
 ['O' 'O' '.']]",2,-0.040086090779223246
