scenario,final_lose_state
"(1, 1, 0, 2)","[['X' 'X' 'O']
 ['X' 'O' 'X']
 ['O' 'O' '.']]"
"(1, 1, 0, 2)","[['X' 'X' 'O']
 ['X' 'O' 'X']
 ['O' 'O' '.']]"
"(1, 1, 0, 2)","[['X' 'O' 'X']
 ['X' 'O' 'X']
 ['O' 'O' '.']]"
"(1, 1, 0, 2)","[['X' 'O' 'X']
 ['X' 'O' 'X']
 ['O' 'O' '.']]"
"(1, 1, 1, 2)","[['X' 'O' 'X']
 ['X' 'O' 'X']
 ['O' 'O' '.']]"
"(1, 1, 1, 2)","[['X' 'X' 'O']
 ['X' 'O' 'X']
 ['O' 'O' '.']]"
"(1, 1, 1, 2)","[['X' 'X' '.']
 ['X' 'O' 'X']
 ['O' 'O' 'O']]"
"(1, 1, 1, 2)","[['X' 'O' 'X']
 ['X' 'O' 'X']
 ['O' 'O' '.']]"
"(1, 1, 1, 2)","[['X' 'X' 'O']
 ['X' 'O' 'X']
 ['O' 'O' '.']]"
"(1, 1, 1, 2)","[['X' 'O' 'X']
 ['X' 'O' 'X']
 ['O' 'O' '.']]"
"(1, 1, 1, 2)","[['X' 'X' '.']
 ['X' 'O' 'X']
 ['O' 'O' 'O']]"
"(1, 1, 1, 2)","[['X' 'O' 'X']
 ['X' 'O' 'X']
 ['O' 'O' '.']]"
"(1, 1, 1, 2)","[['X' 'O' 'X']
 ['X' 'O' 'X']
 ['O' 'O' '.']]"
"(1, 1, 1, 2)","[['X' 'O' 'X']
 ['X' 'O' 'X']
 ['O' 'O' '.']]"
"(1, 1, 1, 2)","[['X' 'O' 'X']
 ['X' 'O' 'X']
 ['O' 'O' '.']]"
"(1, 1, 1, 2)","[['X' 'O' 'X']
 ['X' 'O' 'X']
 ['O' 'O' '.']]"
"(1, 1, 1, 2)","[['X' 'X' 'O']
 ['X' 'O' 'X']
 ['O' 'O' '.']]"
"(1, 1, 1, 2)","[['X' 'X' '.']
 ['X' 'O' 'X']
 ['O' 'O' 'O']]"
"(1, 1, 1, 2)","[['X' 'X' '.']
 ['X' 'O' 'X']
 ['O' 'O' 'O']]"
"(1, 1, 1, 2)","[['X' 'X' 'O']
 ['X' 'O' 'X']
 ['O' 'O' '.']]"
"(1, 1, 1, 2)","[['X' 'X' 'O']
 ['X' 'O' 'X']
 ['O' 'O' '.']]"
"(1, 1, 1, 2)","[['X' 'X' 'O']
 ['X' 'O' 'X']
 ['O' 'O' '.']]"
"(1, 1, 1, 2)","[['X' 'O' 'X']
 ['X' 'O' 'X']
 ['O' 'O' '.']]"
"(1, 1, 1, 2)","[['X' 'O' 'X']
 ['X' 'O' 'X']
 ['O' 'O' '.']]"
"(1, 1, 1, 2)","[['X' 'O' 'X']
 ['X' 'O' 'X']
 ['O' 'O' '.']]"
"(1, 1, 1, 2)","[['X' 'X' 'O']
 ['X' 'O' 'X']
 ['O' 'O' '.']]"
"(1, 1, 1, 2)","[['X' 'X' '.']
 ['X' 'O' 'X']
 ['O' 'O' 'O']]"
"(1, 1, 1, 2)","[['X' 'X' '.']
 ['X' 'O' 'X']
 ['O' 'O' 'O']]"
"(1, 1, 1, 2)","[['X' 'X' '.']
 ['X' 'O' 'X']
 ['O' 'O' 'O']]"
"(1, 1, 1, 2)","[['X' 'O' 'X']
 ['X' 'O' 'X']
 ['O' 'O' '.']]"
"(1, 1, 1, 2)","[['X' 'X' '.']
 ['X' 'O' 'X']
 ['O' 'O' 'O']]"
"(1, 1, 1, 2)","[['X' 'X' '.']
 ['X' 'O' 'X']
 ['O' 'O' 'O']]"
"(1, 1, 1, 2)","[['X' 'X' 'O']
 ['X' 'O' 'X']
 ['O' 'O' '.']]"
"(1, 1, 1, 2)","[['X' 'O' 'X']
 ['X' 'O' 'X']
 ['O' 'O' '.']]"
"(1, 1, 1, 2)","[['X' 'O' 'X']
 ['X' 'O' 'X']
 ['O' 'O' '.']]"
"(1, 1, 1, 2)","[['X' 'X' '.']
 ['X' 'O' 'X']
 ['O' 'O' 'O']]"
"(1, 1, 1, 2)","[['X' 'X' '.']
 ['X' 'O' 'X']
 ['O' 'O' 'O']]"
"(1, 1, 1, 2)","[['X' 'X' '.']
 ['X' 'O' 'X']
 ['O' 'O' 'O']]"
"(1, 1, 1, 2)","[['X' 'O' 'X']
 ['X' 'O' 'X']
 ['O' 'O' '.']]"
"(1, 1, 1, 2)","[['X' 'O' 'X']
 ['X' 'O' 'X']
 ['O' 'O' '.']]"
"(1, 1, 1, 2)","[['X' 'O' 'X']
 ['X' 'O' 'X']
 ['O' 'O' '.']]"
"(1, 1, 1, 2)","[['X' 'O' 'X']
 ['X' 'O' 'X']
 ['O' 'O' '.']]"
"(1, 1, 1, 2)","[['X' 'X' '.']
 ['X' 'O' 'X']
 ['O' 'O' 'O']]"
"(1, 1, 1, 2)","[['X' 'X' 'O']
 ['X' 'O' 'X']
 ['O' 'O' '.']]"
"(1, 1, 1, 2)","[['X' 'X' 'O']
 ['X' 'O' 'X']
 ['O' 'O' '.']]"
"(1, 1, 1, 2)","[['X' 'X' 'O']
 ['X' 'O' 'X']
 ['O' 'O' '.']]"
"(1, 1, 1, 2)","[['X' 'O' 'X']
 ['X' 'O' 'X']
 ['O' 'O' '.']]"
"(1, 1, 1, 2)","[['X' 'O' 'X']
 ['X' 'O' 'X']
 ['O' 'O' '.']]"
"(1, 1, 1, 2)","[['X' 'O' 'X']
 ['X' 'O' 'X']
 ['O' 'O' '.']]"
"(1, 1, 1, 2)","[['X' 'X' 'O']
 ['X' 'O' 'X']
 ['O' 'O' '.']]"
"(1, 1, 1, 2)","[['X' 'X' 'O']
 ['X' 'O' 'X']
 ['O' 'O' '.']]"
"(1, 1, 1, 2)","[['X' 'X' '.']
 ['X' 'O' 'X']
 ['O' 'O' 'O']]"
"(1, 1, 1, 2)","[['X' 'X' '.']
 ['X' 'O' 'X']
 ['O' 'O' 'O']]"
"(1, 1, 1, 2)","[['X' 'X' '.']
 ['X' 'O' 'X']
 ['O' 'O' 'O']]"
"(1, 1, 1, 2)","[['X' 'X' '.']
 ['X' 'O' 'X']
 ['O' 'O' 'O']]"
"(1, 1, 1, 2)","[['X' 'O' 'X']
 ['X' 'O' 'X']
 ['O' 'O' '.']]"
"(1, 1, 1, 2)","[['X' 'X' 'O']
 ['X' 'O' 'X']
 ['O' 'O' '.']]"
"(1, 1, 1, 2)","[['X' 'X' '.']
 ['X' 'O' 'X']
 ['O' 'O' 'O']]"
"(1, 1, 1, 2)","[['X' 'X' 'O']
 ['X' 'O' 'X']
 ['O' 'O' '.']]"
"(1, 1, 1, 2)","[['X' 'X' '.']
 ['X' 'O' 'X']
 ['O' 'O' 'O']]"
"(1, 1, 1, 2)","[['X' 'X' '.']
 ['X' 'O' 'X']
 ['O' 'O' 'O']]"
"(1, 1, 1, 2)","[['X' 'X' 'O']
 ['X' 'O' 'X']
 ['O' 'O' '.']]"
"(1, 1, 1, 2)","[['X' 'O' 'X']
 ['X' 'O' 'X']
 ['O' 'O' '.']]"
"(1, 1, 1, 2)","[['X' 'X' 'O']
 ['X' 'O' 'X']
 ['O' 'O' '.']]"
"(1, 1, 1, 2)","[['X' 'O' 'X']
 ['X' 'O' 'X']
 ['O' 'O' '.']]"
"(1, 1, 1, 2)","[['X' 'X' '.']
 ['X' 'O' 'X']
 ['O' 'O' 'O']]"
"(1, 1, 1, 2)","[['X' 'O' 'X']
 ['X' 'O' 'X']
 ['O' 'O' '.']]"
"(1, 1, 1, 2)","[['X' 'X' '.']
 ['X' 'O' 'X']
 ['O' 'O' 'O']]"
"(1, 1, 1, 2)","[['X' 'O' 'X']
 ['X' 'O' 'X']
 ['O' 'O' '.']]"
"(1, 1, 1, 2)","[['X' 'X' 'O']
 ['X' 'O' 'X']
 ['O' 'O' '.']]"
"(1, 1, 1, 2)","[['X' 'X' 'O']
 ['X' 'O' 'X']
 ['O' 'O' '.']]"
"(1, 1, 1, 2)","[['X' 'O' 'X']
 ['X' 'O' 'X']
 ['O' 'O' '.']]"
"(1, 1, 1, 2)","[['X' 'X' 'O']
 ['X' 'O' 'X']
 ['O' 'O' '.']]"
"(1, 1, 1, 2)","[['X' 'O' 'X']
 ['X' 'O' 'X']
 ['O' 'O' '.']]"
"(1, 1, 1, 2)","[['X' 'X' 'O']
 ['X' 'O' 'X']
 ['O' 'O' '.']]"
"(1, 1, 1, 2)","[['X' 'X' '.']
 ['X' 'O' 'X']
 ['O' 'O' 'O']]"
"(1, 1, 1, 2)","[['X' 'O' 'X']
 ['X' 'O' 'X']
 ['O' 'O' '.']]"
"(1, 1, 1, 2)","[['X' 'O' 'X']
 ['X' 'O' 'X']
 ['O' 'O' '.']]"
"(1, 1, 1, 2)","[['X' 'O' 'X']
 ['X' 'O' 'X']
 ['O' 'O' '.']]"
"(1, 1, 1, 2)","[['X' 'O' 'X']
 ['X' 'O' 'X']
 ['O' 'O' '.']]"
"(1, 1, 1, 2)","[['X' 'O' 'X']
 ['X' 'O' 'X']
 ['O' 'O' '.']]"
"(1, 1, 1, 2)","[['X' 'X' 'O']
 ['X' 'O' 'X']
 ['O' 'O' '.']]"
"(1, 1, 1, 2)","[['X' 'O' 'X']
 ['X' 'O' 'X']
 ['O' 'O' '.']]"
"(1, 1, 1, 2)","[['X' 'X' '.']
 ['X' 'O' 'X']
 ['O' 'O' 'O']]"
"(1, 1, 1, 2)","[['X' 'X' 'O']
 ['X' 'O' 'X']
 ['O' 'O' '.']]"
"(1, 1, 1, 2)","[['X' 'O' 'X']
 ['X' 'O' 'X']
 ['O' 'O' '.']]"
"(1, 1, 1, 2)","[['X' 'X' 'O']
 ['X' 'O' 'X']
 ['O' 'O' '.']]"
"(1, 1, 1, 2)","[['X' 'O' 'X']
 ['X' 'O' 'X']
 ['O' 'O' '.']]"
"(1, 1, 1, 2)","[['X' 'O' 'X']
 ['X' 'O' 'X']
 ['O' 'O' '.']]"
"(1, 1, 1, 2)","[['X' 'X' '.']
 ['X' 'O' 'X']
 ['O' 'O' 'O']]"
"(1, 1, 1, 2)","[['X' 'O' 'X']
 ['X' 'O' 'X']
 ['O' 'O' '.']]"
"(1, 1, 1, 2)","[['X' 'O' 'X']
 ['X' 'O' 'X']
 ['O' 'O' '.']]"
"(1, 1, 1, 2)","[['X' 'O' 'X']
 ['X' 'O' 'X']
 ['O' 'O' '.']]"
"(1, 1, 1, 2)","[['X' 'X' '.']
 ['X' 'O' 'X']
 ['O' 'O' 'O']]"
"(1, 1, 1, 2)","[['X' 'X' '.']
 ['X' 'O' 'X']
 ['O' 'O' 'O']]"
"(1, 1, 1, 2)","[['X' 'O' 'X']
 ['X' 'O' 'X']
 ['O' 'O' '.']]"
"(1, 1, 1, 2)","[['X' 'O' 'X']
 ['X' 'O' 'X']
 ['O' 'O' '.']]"
"(1, 1, 1, 2)","[['X' 'O' 'X']
 ['X' 'O' 'X']
 ['O' 'O' '.']]"
"(1, 1, 1, 2)","[['X' 'X' '.']
 ['X' 'O' 'X']
 ['O' 'O' 'O']]"
"(1, 1, 1, 2)","[['X' 'X' '.']
 ['X' 'O' 'X']
 ['O' 'O' 'O']]"
"(1, 1, 1, 2)","[['X' 'O' 'X']
 ['X' 'O' 'X']
 ['O' 'O' '.']]"
"(1, 1, 1, 2)","[['X' 'O' 'X']
 ['X' 'O' 'X']
 ['O' 'O' '.']]"
"(1, 1, 1, 2)","[['X' 'X' 'O']
 ['X' 'O' 'X']
 ['O' 'O' '.']]"
"(1, 1, 1, 2)","[['X' 'X' 'O']
 ['X' 'O' 'X']
 ['O' 'O' '.']]"
"(1, 2, 0, 0)","[['X' 'O' 'X']
 ['X' 'X' '.']
 ['O' 'O' 'O']]"
"(1, 2, 0, 0)","[['X' 'O' 'X']
 ['X' 'X' '.']
 ['O' 'O' 'O']]"
"(1, 2, 0, 0)","[['X' 'O' 'X']
 ['X' 'X' '.']
 ['O' 'O' 'O']]"
"(1, 2, 0, 0)","[['X' 'O' 'X']
 ['X' 'X' '.']
 ['O' 'O' 'O']]"
"(1, 2, 0, 0)","[['X' 'O' 'X']
 ['X' 'X' '.']
 ['O' 'O' 'O']]"
"(1, 2, 0, 0)","[['X' 'O' 'X']
 ['X' 'X' '.']
 ['O' 'O' 'O']]"
"(1, 2, 0, 0)","[['X' 'O' 'X']
 ['X' 'X' '.']
 ['O' 'O' 'O']]"
"(1, 2, 0, 0)","[['X' 'O' 'X']
 ['X' 'X' '.']
 ['O' 'O' 'O']]"
"(1, 2, 0, 0)","[['X' 'O' 'X']
 ['X' 'X' '.']
 ['O' 'O' 'O']]"
"(1, 2, 0, 0)","[['X' 'O' 'X']
 ['X' 'X' '.']
 ['O' 'O' 'O']]"
"(1, 2, 0, 0)","[['X' 'O' 'X']
 ['X' 'X' '.']
 ['O' 'O' 'O']]"
"(1, 2, 0, 0)","[['X' 'O' 'X']
 ['X' 'X' '.']
 ['O' 'O' 'O']]"
"(1, 2, 0, 0)","[['X' 'O' 'X']
 ['X' 'X' '.']
 ['O' 'O' 'O']]"
"(1, 2, 0, 0)","[['X' 'O' 'X']
 ['X' 'X' '.']
 ['O' 'O' 'O']]"
"(1, 2, 0, 0)","[['X' 'O' 'X']
 ['X' 'X' '.']
 ['O' 'O' 'O']]"
"(1, 2, 0, 0)","[['X' 'O' 'X']
 ['X' 'X' '.']
 ['O' 'O' 'O']]"
"(1, 2, 0, 0)","[['X' 'O' 'X']
 ['X' 'X' '.']
 ['O' 'O' 'O']]"
"(1, 2, 0, 0)","[['X' 'O' 'X']
 ['X' 'X' '.']
 ['O' 'O' 'O']]"
"(1, 2, 0, 0)","[['X' 'O' 'X']
 ['X' 'X' '.']
 ['O' 'O' 'O']]"
"(1, 2, 0, 1)","[['X' 'O' 'X']
 ['X' 'O' 'X']
 ['O' 'O' '.']]"
"(1, 2, 0, 1)","[['X' 'O' 'X']
 ['X' 'O' 'X']
 ['O' 'O' '.']]"
"(1, 2, 0, 1)","[['X' 'O' 'X']
 ['X' 'O' 'X']
 ['O' 'O' '.']]"
"(1, 2, 0, 1)","[['X' 'X' 'O']
 ['X' 'O' 'X']
 ['O' 'O' '.']]"
"(1, 2, 0, 1)","[['X' 'O' 'X']
 ['X' 'O' 'X']
 ['O' 'O' '.']]"
"(1, 2, 0, 1)","[['X' 'X' 'O']
 ['X' 'O' 'X']
 ['O' 'O' '.']]"
"(1, 2, 0, 1)","[['X' 'X' 'O']
 ['X' 'O' 'X']
 ['O' 'O' '.']]"
"(1, 2, 0, 1)","[['X' 'X' 'O']
 ['X' 'O' 'X']
 ['O' 'O' '.']]"
"(1, 2, 0, 1)","[['X' 'O' 'X']
 ['X' 'O' 'X']
 ['O' 'O' '.']]"
"(1, 2, 0, 1)","[['X' 'X' 'O']
 ['X' 'O' 'X']
 ['O' 'O' '.']]"
"(1, 2, 0, 1)","[['X' 'X' '.']
 ['X' 'O' 'X']
 ['O' 'O' 'O']]"
"(1, 2, 0, 1)","[['X' 'O' 'X']
 ['X' 'O' 'X']
 ['O' 'O' '.']]"
"(1, 2, 0, 1)","[['X' 'X' 'O']
 ['X' 'O' 'X']
 ['O' 'O' '.']]"
"(1, 2, 0, 1)","[['X' 'O' 'X']
 ['X' 'O' 'X']
 ['O' 'O' '.']]"
"(1, 2, 0, 1)","[['X' 'X' 'O']
 ['X' 'O' 'X']
 ['O' 'O' '.']]"
"(1, 2, 0, 1)","[['X' 'O' 'X']
 ['X' 'O' 'X']
 ['O' 'O' '.']]"
"(1, 2, 0, 1)","[['X' 'O' 'X']
 ['X' 'O' 'X']
 ['O' 'O' '.']]"
"(1, 2, 0, 1)","[['X' 'O' 'X']
 ['X' 'O' 'X']
 ['O' 'O' '.']]"
"(1, 2, 0, 1)","[['X' 'X' 'O']
 ['X' 'O' 'X']
 ['O' 'O' '.']]"
"(1, 2, 0, 1)","[['X' 'X' 'O']
 ['X' 'O' 'X']
 ['O' 'O' '.']]"
"(1, 2, 0, 1)","[['X' 'X' '.']
 ['X' 'O' 'X']
 ['O' 'O' 'O']]"
"(1, 2, 0, 1)","[['X' 'X' 'O']
 ['X' 'O' 'X']
 ['O' 'O' '.']]"
"(1, 2, 0, 1)","[['X' 'O' 'X']
 ['X' 'O' 'X']
 ['O' 'O' '.']]"
"(1, 2, 0, 1)","[['X' 'X' 'O']
 ['X' 'O' 'X']
 ['O' 'O' '.']]"
"(1, 2, 0, 1)","[['X' 'X' 'O']
 ['X' 'O' 'X']
 ['O' 'O' '.']]"
"(1, 2, 0, 1)","[['X' 'X' 'O']
 ['X' 'O' 'X']
 ['O' 'O' '.']]"
"(1, 2, 0, 1)","[['X' 'X' 'O']
 ['X' 'O' 'X']
 ['O' 'O' '.']]"
"(1, 2, 0, 1)","[['X' 'X' '.']
 ['X' 'O' 'X']
 ['O' 'O' 'O']]"
"(1, 2, 0, 1)","[['X' 'O' 'X']
 ['X' 'O' 'X']
 ['O' 'O' '.']]"
"(1, 2, 0, 1)","[['X' 'X' 'O']
 ['X' 'O' 'X']
 ['O' 'O' '.']]"
"(1, 2, 0, 1)","[['X' 'X' 'O']
 ['X' 'O' 'X']
 ['O' 'O' '.']]"
"(1, 2, 0, 1)","[['X' 'X' 'O']
 ['X' 'O' 'X']
 ['O' 'O' '.']]"
"(1, 2, 0, 1)","[['X' 'O' 'X']
 ['X' 'O' 'X']
 ['O' 'O' '.']]"
"(1, 2, 0, 1)","[['X' 'X' 'O']
 ['X' 'O' 'X']
 ['O' 'O' '.']]"
"(1, 2, 0, 1)","[['X' 'O' 'X']
 ['X' 'O' 'X']
 ['O' 'O' '.']]"
"(1, 2, 0, 1)","[['X' 'O' 'X']
 ['X' 'O' 'X']
 ['O' 'O' '.']]"
"(1, 2, 0, 1)","[['X' 'X' 'O']
 ['X' 'O' 'X']
 ['O' 'O' '.']]"
"(1, 2, 0, 1)","[['X' 'X' 'O']
 ['X' 'O' 'X']
 ['O' 'O' '.']]"
"(1, 2, 0, 1)","[['X' 'O' 'X']
 ['X' 'O' 'X']
 ['O' 'O' '.']]"
"(1, 2, 0, 1)","[['X' 'X' 'O']
 ['X' 'O' 'X']
 ['O' 'O' '.']]"
"(1, 2, 0, 1)","[['X' 'O' 'X']
 ['X' 'O' 'X']
 ['O' 'O' '.']]"
"(1, 2, 0, 1)","[['X' 'O' 'X']
 ['X' 'O' 'X']
 ['O' 'O' '.']]"
"(1, 2, 0, 1)","[['X' 'X' '.']
 ['X' 'O' 'X']
 ['O' 'O' 'O']]"
"(1, 2, 0, 1)","[['X' 'O' 'X']
 ['X' 'O' 'X']
 ['O' 'O' '.']]"
"(1, 2, 0, 1)","[['X' 'O' 'X']
 ['X' 'O' 'X']
 ['O' 'O' '.']]"
"(1, 2, 0, 1)","[['X' 'X' '.']
 ['X' 'O' 'X']
 ['O' 'O' 'O']]"
"(1, 2, 0, 1)","[['X' 'X' '.']
 ['X' 'O' 'X']
 ['O' 'O' 'O']]"
"(1, 2, 0, 1)","[['X' 'X' '.']
 ['X' 'O' 'X']
 ['O' 'O' 'O']]"
"(1, 2, 0, 1)","[['X' 'X' '.']
 ['X' 'O' 'X']
 ['O' 'O' 'O']]"
"(1, 2, 0, 1)","[['X' 'O' 'X']
 ['X' 'O' 'X']
 ['O' 'O' '.']]"
"(1, 2, 0, 1)","[['X' 'O' 'X']
 ['X' 'O' 'X']
 ['O' 'O' '.']]"
"(1, 2, 0, 1)","[['X' 'O' 'X']
 ['X' 'O' 'X']
 ['O' 'O' '.']]"
"(1, 2, 0, 1)","[['X' 'O' 'X']
 ['X' 'O' 'X']
 ['O' 'O' '.']]"
"(1, 2, 0, 1)","[['X' 'X' '.']
 ['X' 'O' 'X']
 ['O' 'O' 'O']]"
"(1, 2, 0, 1)","[['X' 'X' 'O']
 ['X' 'O' 'X']
 ['O' 'O' '.']]"
"(1, 2, 0, 1)","[['X' 'X' '.']
 ['X' 'O' 'X']
 ['O' 'O' 'O']]"
"(1, 2, 0, 1)","[['X' 'X' '.']
 ['X' 'O' 'X']
 ['O' 'O' 'O']]"
"(1, 2, 0, 1)","[['X' 'X' 'O']
 ['X' 'O' 'X']
 ['O' 'O' '.']]"
"(1, 2, 0, 1)","[['X' 'O' 'X']
 ['X' 'O' 'X']
 ['O' 'O' '.']]"
"(1, 2, 0, 1)","[['X' 'O' 'X']
 ['X' 'O' 'X']
 ['O' 'O' '.']]"
"(1, 2, 0, 1)","[['X' 'X' 'O']
 ['X' 'O' 'X']
 ['O' 'O' '.']]"
"(1, 2, 0, 1)","[['X' 'X' '.']
 ['X' 'O' 'X']
 ['O' 'O' 'O']]"
"(1, 2, 0, 1)","[['X' 'O' 'X']
 ['X' 'O' 'X']
 ['O' 'O' '.']]"
"(1, 2, 0, 1)","[['X' 'X' '.']
 ['X' 'O' 'X']
 ['O' 'O' 'O']]"
"(1, 2, 0, 1)","[['X' 'O' 'X']
 ['X' 'O' 'X']
 ['O' 'O' '.']]"
"(1, 2, 0, 1)","[['X' 'X' 'O']
 ['X' 'O' 'X']
 ['O' 'O' '.']]"
"(1, 2, 0, 1)","[['X' 'X' 'O']
 ['X' 'O' 'X']
 ['O' 'O' '.']]"
"(1, 2, 0, 1)","[['X' 'X' '.']
 ['X' 'O' 'X']
 ['O' 'O' 'O']]"
"(1, 2, 0, 1)","[['X' 'O' 'X']
 ['X' 'O' 'X']
 ['O' 'O' '.']]"
"(1, 2, 0, 1)","[['X' 'O' 'X']
 ['X' 'O' 'X']
 ['O' 'O' '.']]"
"(1, 2, 0, 1)","[['X' 'O' 'X']
 ['X' 'O' 'X']
 ['O' 'O' '.']]"
"(1, 2, 0, 1)","[['X' 'O' 'X']
 ['X' 'O' 'X']
 ['O' 'O' '.']]"
"(1, 2, 0, 1)","[['X' 'X' '.']
 ['X' 'O' 'X']
 ['O' 'O' 'O']]"
"(1, 2, 0, 1)","[['X' 'O' 'X']
 ['X' 'O' 'X']
 ['O' 'O' '.']]"
"(1, 2, 0, 1)","[['X' 'O' 'X']
 ['X' 'O' 'X']
 ['O' 'O' '.']]"
"(1, 2, 0, 1)","[['X' 'O' 'X']
 ['X' 'O' 'X']
 ['O' 'O' '.']]"
"(1, 2, 0, 1)","[['X' 'X' '.']
 ['X' 'O' 'X']
 ['O' 'O' 'O']]"
"(1, 2, 0, 1)","[['X' 'X' 'O']
 ['X' 'O' 'X']
 ['O' 'O' '.']]"
"(1, 2, 0, 1)","[['X' 'X' '.']
 ['X' 'O' 'X']
 ['O' 'O' 'O']]"
"(1, 2, 0, 1)","[['X' 'X' 'O']
 ['X' 'O' 'X']
 ['O' 'O' '.']]"
"(1, 2, 0, 1)","[['X' 'O' 'X']
 ['X' 'O' 'X']
 ['O' 'O' '.']]"
"(1, 2, 0, 1)","[['X' 'O' 'X']
 ['X' 'O' 'X']
 ['O' 'O' '.']]"
"(1, 2, 0, 1)","[['X' 'X' 'O']
 ['X' 'O' 'X']
 ['O' 'O' '.']]"
"(1, 2, 0, 1)","[['X' 'O' 'X']
 ['X' 'O' 'X']
 ['O' 'O' '.']]"
"(1, 2, 0, 1)","[['X' 'O' 'X']
 ['X' 'O' 'X']
 ['O' 'O' '.']]"
"(1, 2, 0, 1)","[['X' 'X' '.']
 ['X' 'O' 'X']
 ['O' 'O' 'O']]"
"(1, 2, 0, 1)","[['X' 'X' '.']
 ['X' 'O' 'X']
 ['O' 'O' 'O']]"
"(1, 2, 0, 1)","[['X' 'X' 'O']
 ['X' 'O' 'X']
 ['O' 'O' '.']]"
"(1, 2, 0, 1)","[['X' 'X' '.']
 ['X' 'O' 'X']
 ['O' 'O' 'O']]"
"(1, 2, 0, 1)","[['X' 'O' 'X']
 ['X' 'O' 'X']
 ['O' 'O' '.']]"
"(1, 2, 0, 1)","[['X' 'X' 'O']
 ['X' 'O' 'X']
 ['O' 'O' '.']]"
"(1, 2, 0, 1)","[['X' 'O' 'X']
 ['X' 'O' 'X']
 ['O' 'O' '.']]"
"(1, 2, 0, 1)","[['X' 'X' 'O']
 ['X' 'O' 'X']
 ['O' 'O' '.']]"
"(1, 2, 0, 1)","[['X' 'X' 'O']
 ['X' 'O' 'X']
 ['O' 'O' '.']]"
"(1, 2, 0, 1)","[['X' 'X' '.']
 ['X' 'O' 'X']
 ['O' 'O' 'O']]"
"(1, 2, 0, 1)","[['X' 'O' 'X']
 ['X' 'O' 'X']
 ['O' 'O' '.']]"
"(1, 2, 0, 1)","[['X' 'X' 'O']
 ['X' 'O' 'X']
 ['O' 'O' '.']]"
"(1, 2, 0, 1)","[['X' 'O' 'X']
 ['X' 'O' 'X']
 ['O' 'O' '.']]"
"(1, 2, 0, 1)","[['X' 'X' 'O']
 ['X' 'O' 'X']
 ['O' 'O' '.']]"
"(1, 2, 0, 1)","[['X' 'X' 'O']
 ['X' 'O' 'X']
 ['O' 'O' '.']]"
"(1, 2, 0, 2)","[['X' 'X' 'O']
 ['X' 'O' '.']
 ['O' 'O' 'X']]"
"(1, 2, 0, 2)","[['X' 'X' 'O']
 ['X' 'O' '.']
 ['O' 'O' 'X']]"
"(1, 2, 0, 2)","[['X' 'X' 'O']
 ['X' 'O' '.']
 ['O' 'O' 'X']]"
"(1, 2, 0, 2)","[['X' 'X' 'O']
 ['X' 'O' '.']
 ['O' 'O' 'X']]"
"(1, 2, 0, 2)","[['X' 'X' 'O']
 ['X' 'O' '.']
 ['O' 'O' 'X']]"
"(1, 2, 0, 2)","[['X' 'X' 'O']
 ['X' 'O' '.']
 ['O' 'O' 'X']]"
"(1, 2, 0, 2)","[['X' 'X' 'O']
 ['X' 'O' '.']
 ['O' 'O' 'X']]"
"(1, 2, 0, 2)","[['X' 'X' 'O']
 ['X' 'O' '.']
 ['O' 'O' 'X']]"
"(1, 2, 0, 2)","[['X' 'X' 'O']
 ['X' 'O' '.']
 ['O' 'O' 'X']]"
"(1, 2, 0, 2)","[['X' 'X' 'O']
 ['X' 'O' '.']
 ['O' 'O' 'X']]"
"(1, 2, 0, 2)","[['X' 'X' 'O']
 ['X' 'O' '.']
 ['O' 'O' 'X']]"
"(1, 2, 0, 2)","[['X' 'X' 'O']
 ['X' 'O' '.']
 ['O' 'O' 'X']]"
"(1, 2, 0, 2)","[['X' 'X' 'O']
 ['X' 'O' '.']
 ['O' 'O' 'X']]"
"(1, 2, 0, 2)","[['X' 'X' 'O']
 ['X' 'O' '.']
 ['O' 'O' 'X']]"
"(1, 2, 0, 2)","[['X' 'X' 'O']
 ['X' 'O' '.']
 ['O' 'O' 'X']]"
"(1, 2, 0, 2)","[['X' 'X' 'O']
 ['X' 'O' '.']
 ['O' 'O' 'X']]"
"(1, 2, 0, 2)","[['X' 'X' 'O']
 ['X' 'O' '.']
 ['O' 'O' 'X']]"
"(1, 2, 0, 2)","[['X' 'X' 'O']
 ['X' 'O' '.']
 ['O' 'O' 'X']]"
"(1, 2, 0, 2)","[['X' 'X' 'O']
 ['X' 'O' '.']
 ['O' 'O' 'X']]"
"(1, 2, 0, 2)","[['X' 'X' 'O']
 ['X' 'O' '.']
 ['O' 'O' 'X']]"
"(1, 2, 0, 2)","[['X' 'X' 'O']
 ['X' 'O' '.']
 ['O' 'O' 'X']]"
"(1, 2, 0, 2)","[['X' 'X' 'O']
 ['X' 'O' '.']
 ['O' 'O' 'X']]"
"(1, 2, 0, 2)","[['X' 'X' 'O']
 ['X' 'O' '.']
 ['O' 'O' 'X']]"
"(1, 2, 0, 2)","[['X' 'X' 'O']
 ['X' 'O' '.']
 ['O' 'O' 'X']]"
"(1, 2, 2, 0)","[['O' 'X' 'O']
 ['X' 'O' '.']
 ['O' 'X' 'X']]"
"(1, 2, 2, 0)","[['O' 'X' 'O']
 ['X' 'O' '.']
 ['O' 'X' 'X']]"
