scenario,final_lose_state
"(0, 2, 1, 1)","[['X' 'O' 'X']
 ['X' 'O' 'X']
 ['O' 'O' '.']]"
"(0, 2, 1, 1)","[['X' 'X' 'O']
 ['X' 'O' 'X']
 ['O' 'O' '.']]"
"(0, 2, 1, 1)","[['X' 'X' '.']
 ['X' 'O' 'X']
 ['O' 'O' 'O']]"
"(0, 2, 1, 1)","[['X' 'O' 'X']
 ['X' 'O' 'X']
 ['O' 'O' '.']]"
"(0, 2, 1, 1)","[['X' 'X' '.']
 ['X' 'O' 'X']
 ['O' 'O' 'O']]"
"(0, 2, 1, 1)","[['X' 'O' 'X']
 ['X' 'O' 'X']
 ['O' 'O' '.']]"
"(0, 2, 1, 1)","[['X' 'X' 'O']
 ['X' 'O' 'X']
 ['O' 'O' '.']]"
"(0, 2, 1, 1)","[['X' 'O' 'X']
 ['X' 'O' 'X']
 ['O' 'O' '.']]"
"(0, 2, 1, 1)","[['X' 'O' 'X']
 ['X' 'O' 'X']
 ['O' 'O' '.']]"
"(0, 2, 1, 1)","[['X' 'X' 'O']
 ['X' 'O' 'X']
 ['O' 'O' '.']]"
"(0, 2, 1, 1)","[['X' 'X' '.']
 ['X' 'O' 'X']
 ['O' 'O' 'O']]"
"(0, 2, 1, 1)","[['X' 'X' 'O']
 ['X' 'O' 'X']
 ['O' 'O' '.']]"
"(0, 2, 1, 1)","[['X' 'X' '.']
 ['X' 'O' 'X']
 ['O' 'O' 'O']]"
"(0, 2, 1, 1)","[['X' 'O' 'X']
 ['X' 'O' 'X']
 ['O' 'O' '.']]"
"(0, 2, 1, 1)","[['X' 'O' 'X']
 ['X' 'O' 'X']
 ['O' 'O' '.']]"
"(0, 2, 1, 1)","[['X' 'O' 'X']
 ['X' 'O' 'X']
 ['O' 'O' '.']]"
"(0, 2, 1, 1)","[['X' 'O' 'X']
 ['X' 'O' 'X']
 ['O' 'O' '.']]"
"(0, 2, 1, 1)","[['X' 'O' 'X']
 ['X' 'O' 'X']
 ['O' 'O' '.']]"
"(0, 2, 1, 1)","[['X' 'X' '.']
 ['X' 'O' 'X']
 ['O' 'O' 'O']]"
"(0, 2, 1, 1)","[['X' 'O' 'X']
 ['X' 'O' 'X']
 ['O' 'O' '.']]"
"(0, 2, 1, 1)","[['X' 'X' 'O']
 ['X' 'O' 'X']
 ['O' 'O' '.']]"
"(0, 2, 1, 1)","[['X' 'O' 'X']
 ['X' 'O' 'X']
 ['O' 'O' '.']]"
"(0, 2, 1, 1)","[['X' 'O' 'X']
 ['X' 'O' 'X']
 ['O' 'O' '.']]"
"(0, 2, 1, 1)","[['X' 'X' '.']
 ['X' 'O' 'X']
 ['O' 'O' 'O']]"
"(0, 2, 1, 1)","[['X' 'O' 'X']
 ['X' 'O' 'X']
 ['O' 'O' '.']]"
"(0, 2, 1, 1)","[['X' 'O' 'X']
 ['X' 'O' 'X']
 ['O' 'O' '.']]"
"(0, 2, 1, 1)","[['X' 'X' '.']
 ['X' 'O' 'X']
 ['O' 'O' 'O']]"
"(0, 2, 1, 1)","[['X' 'X' '.']
 ['X' 'O' 'X']
 ['O' 'O' 'O']]"
"(0, 2, 1, 1)","[['X' 'X' '.']
 ['X' 'O' 'X']
 ['O' 'O' 'O']]"
"(0, 2, 1, 1)","[['X' 'O' 'X']
 ['X' 'O' 'X']
 ['O' 'O' '.']]"
"(0, 2, 1, 1)","[['X' 'X' 'O']
 ['X' 'O' 'X']
 ['O' 'O' '.']]"
"(0, 2, 1, 1)","[['X' 'X' '.']
 ['X' 'O' 'X']
 ['O' 'O' 'O']]"
"(0, 2, 1, 1)","[['X' 'X' '.']
 ['X' 'O' 'X']
 ['O' 'O' 'O']]"
"(0, 2, 1, 1)","[['X' 'X' '.']
 ['X' 'O' 'X']
 ['O' 'O' 'O']]"
"(0, 2, 1, 1)","[['X' 'X' '.']
 ['X' 'O' 'X']
 ['O' 'O' 'O']]"
"(0, 2, 1, 1)","[['X' 'X' 'O']
 ['X' 'O' 'X']
 ['O' 'O' '.']]"
"(0, 2, 1, 1)","[['X' 'O' 'X']
 ['X' 'O' 'X']
 ['O' 'O' '.']]"
"(0, 2, 1, 1)","[['X' 'X' 'O']
 ['X' 'O' 'X']
 ['O' 'O' '.']]"
"(0, 2, 1, 1)","[['X' 'O' 'X']
 ['X' 'O' 'X']
 ['O' 'O' '.']]"
"(0, 2, 1, 1)","[['X' 'O' 'X']
 ['X' 'O' 'X']
 ['O' 'O' '.']]"
"(0, 2, 1, 1)","[['X' 'O' 'X']
 ['X' 'O' 'X']
 ['O' 'O' '.']]"
"(0, 2, 1, 1)","[['X' 'O' 'X']
 ['X' 'O' 'X']
 ['O' 'O' '.']]"
"(0, 2, 1, 1)","[['X' 'O' 'X']
 ['X' 'O' 'X']
 ['O' 'O' '.']]"
"(0, 2, 1, 1)","[['X' 'O' 'X']
 ['X' 'O' 'X']
 ['O' 'O' '.']]"
"(0, 2, 1, 1)","[['X' 'O' 'X']
 ['X' 'O' 'X']
 ['O' 'O' '.']]"
"(0, 2, 1, 1)","[['X' 'O' 'X']
 ['X' 'O' 'X']
 ['O' 'O' '.']]"
"(0, 2, 1, 1)","[['X' 'X' 'O']
 ['X' 'O' 'X']
 ['O' 'O' '.']]"
"(0, 2, 1, 1)","[['X' 'X' '.']
 ['X' 'O' 'X']
 ['O' 'O' 'O']]"
"(0, 2, 1, 1)","[['X' 'X' '.']
 ['X' 'O' 'X']
 ['O' 'O' 'O']]"
"(0, 2, 1, 1)","[['X' 'X' 'O']
 ['X' 'O' 'X']
 ['O' 'O' '.']]"
"(0, 2, 1, 1)","[['X' 'O' 'X']
 ['X' 'O' 'X']
 ['O' 'O' '.']]"
"(0, 2, 1, 1)","[['X' 'O' 'X']
 ['X' 'O' 'X']
 ['O' 'O' '.']]"
"(0, 2, 1, 1)","[['X' 'O' 'X']
 ['X' 'O' 'X']
 ['O' 'O' '.']]"
"(0, 2, 1, 2)","[['X' 'X' 'O']
 ['X' 'O' '.']
 ['O' 'O' 'X']]"
"(0, 2, 1, 2)","[['X' 'X' 'O']
 ['X' 'O' '.']
 ['O' 'O' 'X']]"
"(0, 2, 1, 2)","[['X' 'X' 'O']
 ['X' 'O' '.']
 ['O' 'O' 'X']]"
"(0, 2, 1, 2)","[['X' 'X' 'O']
 ['X' 'O' '.']
 ['O' 'O' 'X']]"
"(0, 2, 1, 2)","[['X' 'X' 'O']
 ['X' 'O' '.']
 ['O' 'O' 'X']]"
"(0, 2, 1, 2)","[['X' 'X' 'O']
 ['X' 'O' '.']
 ['O' 'O' 'X']]"
"(0, 2, 1, 2)","[['X' 'X' 'O']
 ['X' 'O' '.']
 ['O' 'O' 'X']]"
"(0, 2, 1, 2)","[['X' 'X' 'O']
 ['X' 'O' '.']
 ['O' 'O' 'X']]"
"(0, 2, 1, 2)","[['X' 'X' 'O']
 ['X' 'O' '.']
 ['O' 'O' 'X']]"
"(0, 2, 1, 2)","[['X' 'X' 'O']
 ['X' 'O' '.']
 ['O' 'O' 'X']]"
"(0, 2, 1, 2)","[['X' 'X' 'O']
 ['X' 'O' '.']
 ['O' 'O' 'X']]"
"(0, 2, 1, 2)","[['X' 'X' 'O']
 ['X' 'O' '.']
 ['O' 'O' 'X']]"
"(0, 2, 1, 2)","[['X' 'X' 'O']
 ['X' 'O' '.']
 ['O' 'O' 'X']]"
"(0, 2, 1, 2)","[['X' 'X' 'O']
 ['X' 'O' '.']
 ['O' 'O' 'X']]"
"(0, 2, 1, 2)","[['X' 'X' 'O']
 ['X' 'O' '.']
 ['O' 'O' 'X']]"
"(0, 2, 1, 2)","[['X' 'X' 'O']
 ['X' 'O' '.']
 ['O' 'O' 'X']]"
"(0, 2, 1, 2)","[['X' 'X' 'O']
 ['X' 'O' '.']
 ['O' 'O' 'X']]"
"(0, 2, 1, 2)","[['X' 'X' 'O']
 ['X' 'O' '.']
 ['O' 'O' 'X']]"
"(0, 2, 1, 2)","[['X' 'X' 'O']
 ['X' 'O' '.']
 ['O' 'O' 'X']]"
"(0, 2, 1, 2)","[['X' 'X' 'O']
 ['X' 'O' '.']
 ['O' 'O' 'X']]"
"(0, 2, 1, 2)","[['X' 'X' 'O']
 ['X' 'O' '.']
 ['O' 'O' 'X']]"
"(0, 2, 1, 2)","[['X' 'X' 'O']
 ['X' 'O' '.']
 ['O' 'O' 'X']]"
"(0, 2, 1, 2)","[['X' 'X' 'O']
 ['X' 'O' '.']
 ['O' 'O' 'X']]"
"(0, 2, 2, 2)","[['X' 'X' 'O']
 ['X' 'O' '.']
 ['O' 'X' 'O']]"
"(0, 2, 2, 2)","[['X' 'X' 'O']
 ['X' 'O' '.']
 ['O' 'X' 'O']]"
"(0, 2, 2, 2)","[['X' 'X' 'O']
 ['X' 'O' '.']
 ['O' 'X' 'O']]"
"(0, 2, 2, 2)","[['X' 'X' 'O']
 ['X' 'O' '.']
 ['O' 'X' 'O']]"
"(0, 2, 2, 2)","[['X' 'X' 'O']
 ['X' 'O' '.']
 ['O' 'X' 'O']]"
"(0, 2, 2, 2)","[['X' 'X' 'O']
 ['X' 'O' '.']
 ['O' 'X' 'O']]"
"(0, 2, 2, 2)","[['X' 'X' 'O']
 ['X' 'O' '.']
 ['O' 'X' 'O']]"
"(0, 2, 2, 2)","[['X' 'X' 'O']
 ['X' 'O' '.']
 ['O' 'X' 'O']]"
"(0, 2, 2, 2)","[['X' 'X' 'O']
 ['X' 'O' '.']
 ['O' 'X' 'O']]"
"(0, 2, 2, 2)","[['X' 'X' 'O']
 ['X' 'O' '.']
 ['O' 'X' 'O']]"
"(0, 2, 2, 2)","[['X' 'X' 'O']
 ['X' 'O' '.']
 ['O' 'X' 'O']]"
"(0, 2, 2, 2)","[['X' 'X' 'O']
 ['X' 'O' '.']
 ['O' 'X' 'O']]"
"(0, 2, 2, 2)","[['X' 'X' 'O']
 ['X' 'O' '.']
 ['O' 'X' 'O']]"
"(0, 2, 2, 2)","[['X' 'X' 'O']
 ['X' 'O' '.']
 ['O' 'X' 'O']]"
"(0, 2, 2, 2)","[['X' 'X' 'O']
 ['X' 'O' '.']
 ['O' 'X' 'O']]"
"(0, 2, 2, 2)","[['X' 'X' 'O']
 ['X' 'O' '.']
 ['O' 'X' 'O']]"
"(0, 2, 2, 2)","[['X' 'X' 'O']
 ['X' 'O' '.']
 ['O' 'X' 'O']]"
"(0, 2, 2, 2)","[['X' 'X' 'O']
 ['X' 'O' '.']
 ['O' 'X' 'O']]"
"(0, 2, 2, 2)","[['X' 'X' 'O']
 ['X' 'O' '.']
 ['O' 'X' 'O']]"
"(0, 2, 2, 2)","[['X' 'X' 'O']
 ['X' 'O' '.']
 ['O' 'X' 'O']]"
"(0, 2, 2, 2)","[['X' 'X' 'O']
 ['X' 'O' '.']
 ['O' 'X' 'O']]"
"(0, 2, 2, 2)","[['X' 'X' 'O']
 ['X' 'O' '.']
 ['O' 'X' 'O']]"
"(0, 2, 2, 2)","[['X' 'X' 'O']
 ['X' 'O' '.']
 ['O' 'X' 'O']]"
"(0, 2, 2, 2)","[['X' 'X' 'O']
 ['X' 'O' '.']
 ['O' 'X' 'O']]"
"(0, 2, 2, 2)","[['X' 'X' 'O']
 ['X' 'O' '.']
 ['O' 'X' 'O']]"
"(0, 2, 2, 2)","[['X' 'X' 'O']
 ['X' 'O' '.']
 ['O' 'X' 'O']]"
"(0, 2, 2, 2)","[['X' 'X' 'O']
 ['X' 'O' '.']
 ['O' 'X' 'O']]"
"(0, 2, 2, 2)","[['X' 'X' 'O']
 ['X' 'O' '.']
 ['O' 'X' 'O']]"
"(0, 2, 2, 2)","[['X' 'X' 'O']
 ['X' 'O' '.']
 ['O' 'X' 'O']]"
"(0, 2, 2, 2)","[['X' 'X' 'O']
 ['X' 'O' '.']
 ['O' 'X' 'O']]"
"(0, 2, 2, 2)","[['X' 'X' 'O']
 ['X' 'O' '.']
 ['O' 'X' 'O']]"
"(0, 2, 2, 2)","[['X' 'X' 'O']
 ['X' 'O' '.']
 ['O' 'X' 'O']]"
"(0, 2, 2, 2)","[['X' 'X' 'O']
 ['X' 'O' '.']
 ['O' 'X' 'O']]"
"(0, 2, 2, 2)","[['X' 'X' 'O']
 ['X' 'O' '.']
 ['O' 'X' 'O']]"
"(0, 2, 2, 2)","[['X' 'X' 'O']
 ['X' 'O' '.']
 ['O' 'X' 'O']]"
"(0, 2, 2, 2)","[['X' 'X' 'O']
 ['X' 'O' '.']
 ['O' 'X' 'O']]"
"(0, 2, 2, 2)","[['X' 'X' 'O']
 ['X' 'O' '.']
 ['O' 'X' 'O']]"
"(0, 2, 2, 2)","[['X' 'X' 'O']
 ['X' 'O' '.']
 ['O' 'X' 'O']]"
"(0, 2, 2, 2)","[['X' 'X' 'O']
 ['X' 'O' '.']
 ['O' 'X' 'O']]"
"(0, 2, 2, 2)","[['X' 'X' 'O']
 ['X' 'O' '.']
 ['O' 'X' 'O']]"
"(0, 2, 2, 2)","[['X' 'X' 'O']
 ['X' 'O' '.']
 ['O' 'X' 'O']]"
"(0, 2, 2, 2)","[['X' 'X' 'O']
 ['X' 'O' '.']
 ['O' 'X' 'O']]"
"(0, 2, 2, 2)","[['X' 'X' 'O']
 ['X' 'O' '.']
 ['O' 'X' 'O']]"
"(0, 2, 2, 2)","[['X' 'X' 'O']
 ['X' 'O' '.']
 ['O' 'X' 'O']]"
"(0, 2, 2, 2)","[['X' 'X' 'O']
 ['X' 'O' '.']
 ['O' 'X' 'O']]"
"(0, 2, 2, 2)","[['X' 'X' 'O']
 ['X' 'O' '.']
 ['O' 'X' 'O']]"
"(0, 2, 2, 2)","[['X' 'X' 'O']
 ['X' 'O' '.']
 ['O' 'X' 'O']]"
"(0, 2, 2, 2)","[['X' 'X' 'O']
 ['X' 'O' '.']
 ['O' 'X' 'O']]"
"(0, 2, 2, 2)","[['X' 'X' 'O']
 ['X' 'O' '.']
 ['O' 'X' 'O']]"
"(0, 2, 2, 2)","[['X' 'X' 'O']
 ['X' 'O' '.']
 ['O' 'X' 'O']]"
"(1, 0, 2, 0)","[['O' 'O' 'X']
 ['X' 'O' '.']
 ['X' 'X' 'O']]"
"(1, 0, 2, 0)","[['O' 'O' 'X']
 ['X' 'O' '.']
 ['X' 'X' 'O']]"
"(1, 0, 2, 0)","[['O' 'O' 'X']
 ['X' 'O' '.']
 ['X' 'X' 'O']]"
"(1, 0, 2, 0)","[['O' 'O' 'X']
 ['X' 'O' '.']
 ['X' 'X' 'O']]"
"(1, 0, 2, 0)","[['O' 'O' 'X']
 ['X' 'O' '.']
 ['X' 'X' 'O']]"
"(1, 0, 2, 0)","[['O' 'O' 'X']
 ['X' 'O' '.']
 ['X' 'X' 'O']]"
"(1, 0, 2, 0)","[['O' 'O' 'X']
 ['X' 'O' '.']
 ['X' 'X' 'O']]"
"(1, 0, 2, 0)","[['O' 'O' 'X']
 ['X' 'O' '.']
 ['X' 'X' 'O']]"
"(1, 0, 2, 0)","[['O' 'O' 'X']
 ['X' 'O' '.']
 ['X' 'X' 'O']]"
"(1, 0, 2, 0)","[['O' 'O' 'X']
 ['X' 'O' '.']
 ['X' 'X' 'O']]"
"(1, 0, 2, 0)","[['O' 'O' 'X']
 ['X' 'O' '.']
 ['X' 'X' 'O']]"
"(1, 0, 2, 0)","[['O' 'O' 'X']
 ['X' 'O' '.']
 ['X' 'X' 'O']]"
"(1, 0, 2, 0)","[['O' 'O' 'X']
 ['X' 'O' '.']
 ['X' 'X' 'O']]"
"(1, 0, 2, 0)","[['O' 'O' 'X']
 ['X' 'O' '.']
 ['X' 'X' 'O']]"
"(1, 0, 2, 0)","[['O' 'O' 'X']
 ['X' 'O' '.']
 ['X' 'X' 'O']]"
"(1, 0, 2, 0)","[['O' 'O' 'X']
 ['X' 'O' '.']
 ['X' 'X' 'O']]"
"(1, 0, 2, 0)","[['O' 'O' 'X']
 ['X' 'O' '.']
 ['X' 'X' 'O']]"
"(1, 0, 2, 0)","[['O' 'O' 'X']
 ['X' 'O' '.']
 ['X' 'X' 'O']]"
"(1, 0, 2, 0)","[['O' 'O' 'X']
 ['X' 'O' '.']
 ['X' 'X' 'O']]"
"(1, 0, 2, 0)","[['O' 'O' 'X']
 ['X' 'O' '.']
 ['X' 'X' 'O']]"
"(1, 0, 2, 0)","[['O' 'O' 'X']
 ['X' 'O' '.']
 ['X' 'X' 'O']]"
"(1, 0, 2, 0)","[['O' 'O' 'X']
 ['X' 'O' '.']
 ['X' 'X' 'O']]"
"(1, 0, 2, 0)","[['O' 'O' 'X']
 ['X' 'O' '.']
 ['X' 'X' 'O']]"
"(1, 0, 2, 0)","[['O' 'O' 'X']
 ['X' 'O' '.']
 ['X' 'X' 'O']]"
"(1, 0, 2, 0)","[['O' 'O' 'X']
 ['X' 'O' '.']
 ['X' 'X' 'O']]"
"(1, 0, 2, 0)","[['O' 'O' 'X']
 ['X' 'O' '.']
 ['X' 'X' 'O']]"
"(1, 0, 2, 0)","[['O' 'O' 'X']
 ['X' 'O' '.']
 ['X' 'X' 'O']]"
"(1, 1, 0, 2)","[['X' 'X' '.']
 ['X' 'O' 'X']
 ['O' 'O' 'O']]"
"(1, 1, 0, 2)","[['X' 'O' 'X']
 ['X' 'O' 'X']
 ['O' 'O' '.']]"
"(1, 1, 0, 2)","[['X' 'O' 'X']
 ['X' 'O' 'X']
 ['O' 'O' '.']]"
"(1, 1, 0, 2)","[['X' 'X' 'O']
 ['X' 'O' 'X']
 ['O' 'O' '.']]"
"(1, 1, 0, 2)","[['X' 'O' 'X']
 ['X' 'O' 'X']
 ['O' 'O' '.']]"
"(1, 1, 0, 2)","[['X' 'X' 'O']
 ['X' 'O' 'X']
 ['O' 'O' '.']]"
"(1, 1, 0, 2)","[['X' 'X' '.']
 ['X' 'O' 'X']
 ['O' 'O' 'O']]"
"(1, 1, 0, 2)","[['X' 'X' 'O']
 ['X' 'O' 'X']
 ['O' 'O' '.']]"
"(1, 1, 0, 2)","[['X' 'O' 'X']
 ['X' 'O' 'X']
 ['O' 'O' '.']]"
"(1, 1, 0, 2)","[['X' 'O' 'X']
 ['X' 'O' 'X']
 ['O' 'O' '.']]"
"(1, 1, 0, 2)","[['X' 'O' 'X']
 ['X' 'O' 'X']
 ['O' 'O' '.']]"
"(1, 1, 0, 2)","[['X' 'O' 'X']
 ['X' 'O' 'X']
 ['O' 'O' '.']]"
"(1, 1, 0, 2)","[['X' 'O' 'X']
 ['X' 'O' 'X']
 ['O' 'O' '.']]"
"(1, 1, 0, 2)","[['X' 'X' 'O']
 ['X' 'O' 'X']
 ['O' 'O' '.']]"
"(1, 1, 0, 2)","[['X' 'X' 'O']
 ['X' 'O' 'X']
 ['O' 'O' '.']]"
"(1, 1, 0, 2)","[['X' 'O' 'X']
 ['X' 'O' 'X']
 ['O' 'O' '.']]"
"(1, 1, 0, 2)","[['X' 'O' 'X']
 ['X' 'O' 'X']
 ['O' 'O' '.']]"
"(1, 1, 0, 2)","[['X' 'O' 'X']
 ['X' 'O' 'X']
 ['O' 'O' '.']]"
"(1, 1, 0, 2)","[['X' 'O' 'X']
 ['X' 'O' 'X']
 ['O' 'O' '.']]"
"(1, 1, 0, 2)","[['X' 'X' '.']
 ['X' 'O' 'X']
 ['O' 'O' 'O']]"
"(1, 1, 0, 2)","[['X' 'X' 'O']
 ['X' 'O' 'X']
 ['O' 'O' '.']]"
"(1, 1, 0, 2)","[['X' 'X' 'O']
 ['X' 'O' 'X']
 ['O' 'O' '.']]"
"(1, 1, 0, 2)","[['X' 'O' 'X']
 ['X' 'O' 'X']
 ['O' 'O' '.']]"
"(1, 1, 0, 2)","[['X' 'O' 'X']
 ['X' 'O' 'X']
 ['O' 'O' '.']]"
"(1, 1, 0, 2)","[['X' 'O' 'X']
 ['X' 'O' 'X']
 ['O' 'O' '.']]"
"(1, 1, 0, 2)","[['X' 'O' 'X']
 ['X' 'O' 'X']
 ['O' 'O' '.']]"
"(1, 1, 0, 2)","[['X' 'X' '.']
 ['X' 'O' 'X']
 ['O' 'O' 'O']]"
"(1, 1, 0, 2)","[['X' 'X' 'O']
 ['X' 'O' 'X']
 ['O' 'O' '.']]"
"(1, 1, 0, 2)","[['X' 'X' 'O']
 ['X' 'O' 'X']
 ['O' 'O' '.']]"
"(1, 1, 0, 2)","[['X' 'O' 'X']
 ['X' 'O' 'X']
 ['O' 'O' '.']]"
"(1, 1, 0, 2)","[['X' 'X' '.']
 ['X' 'O' 'X']
 ['O' 'O' 'O']]"
"(1, 1, 0, 2)","[['X' 'O' 'X']
 ['X' 'O' 'X']
 ['O' 'O' '.']]"
"(1, 1, 0, 2)","[['X' 'X' '.']
 ['X' 'O' 'X']
 ['O' 'O' 'O']]"
"(1, 1, 0, 2)","[['X' 'X' 'O']
 ['X' 'O' 'X']
 ['O' 'O' '.']]"
"(1, 1, 0, 2)","[['X' 'O' 'X']
 ['X' 'O' 'X']
 ['O' 'O' '.']]"
"(1, 1, 0, 2)","[['X' 'O' 'X']
 ['X' 'O' 'X']
 ['O' 'O' '.']]"
"(1, 1, 0, 2)","[['X' 'O' 'X']
 ['X' 'O' 'X']
 ['O' 'O' '.']]"
"(1, 1, 0, 2)","[['X' 'X' 'O']
 ['X' 'O' 'X']
 ['O' 'O' '.']]"
"(1, 1, 0, 2)","[['X' 'X' '.']
 ['X' 'O' 'X']
 ['O' 'O' 'O']]"
"(1, 1, 0, 2)","[['X' 'X' '.']
 ['X' 'O' 'X']
 ['O' 'O' 'O']]"
"(1, 1, 0, 2)","[['X' 'X' '.']
 ['X' 'O' 'X']
 ['O' 'O' 'O']]"
"(1, 1, 0, 2)","[['X' 'O' 'X']
 ['X' 'O' 'X']
 ['O' 'O' '.']]"
"(1, 1, 0, 2)","[['X' 'O' 'X']
 ['X' 'O' 'X']
 ['O' 'O' '.']]"
"(1, 1, 0, 2)","[['X' 'O' 'X']
 ['X' 'O' 'X']
 ['O' 'O' '.']]"
"(1, 1, 0, 2)","[['X' 'O' 'X']
 ['X' 'O' 'X']
 ['O' 'O' '.']]"
"(1, 1, 0, 2)","[['X' 'O' 'X']
 ['X' 'O' 'X']
 ['O' 'O' '.']]"
"(1, 1, 0, 2)","[['X' 'O' 'X']
 ['X' 'O' 'X']
 ['O' 'O' '.']]"
"(1, 1, 0, 2)","[['X' 'O' 'X']
 ['X' 'O' 'X']
 ['O' 'O' '.']]"
"(1, 1, 0, 2)","[['X' 'O' 'X']
 ['X' 'O' 'X']
 ['O' 'O' '.']]"
"(1, 1, 0, 2)","[['X' 'O' 'X']
 ['X' 'O' 'X']
 ['O' 'O' '.']]"
"(1, 1, 0, 2)","[['X' 'X' 'O']
 ['X' 'O' 'X']
 ['O' 'O' '.']]"
"(1, 1, 0, 2)","[['X' 'X' '.']
 ['X' 'O' 'X']
 ['O' 'O' 'O']]"
"(1, 1, 0, 2)","[['X' 'X' '.']
 ['X' 'O' 'X']
 ['O' 'O' 'O']]"
"(1, 1, 0, 2)","[['X' 'O' 'X']
 ['X' 'O' 'X']
 ['O' 'O' '.']]"
"(1, 1, 0, 2)","[['X' 'X' '.']
 ['X' 'O' 'X']
 ['O' 'O' 'O']]"
"(1, 1, 0, 2)","[['X' 'X' '.']
 ['X' 'O' 'X']
 ['O' 'O' 'O']]"
"(1, 1, 0, 2)","[['X' 'O' 'X']
 ['X' 'O' 'X']
 ['O' 'O' '.']]"
"(1, 1, 0, 2)","[['X' 'O' 'X']
 ['X' 'O' 'X']
 ['O' 'O' '.']]"
"(1, 1, 0, 2)","[['X' 'O' 'X']
 ['X' 'O' 'X']
 ['O' 'O' '.']]"
"(1, 1, 0, 2)","[['X' 'X' 'O']
 ['X' 'O' 'X']
 ['O' 'O' '.']]"
"(1, 1, 0, 2)","[['X' 'O' 'X']
 ['X' 'O' 'X']
 ['O' 'O' '.']]"
"(1, 1, 0, 2)","[['X' 'O' 'X']
 ['X' 'O' 'X']
 ['O' 'O' '.']]"
"(1, 1, 0, 2)","[['X' 'O' 'X']
 ['X' 'O' 'X']
 ['O' 'O' '.']]"
"(1, 1, 0, 2)","[['X' 'X' '.']
 ['X' 'O' 'X']
 ['O' 'O' 'O']]"
"(1, 1, 0, 2)","[['X' 'O' 'X']
 ['X' 'O' 'X']
 ['O' 'O' '.']]"
"(1, 1, 0, 2)","[['X' 'O' 'X']
 ['X' 'O' 'X']
 ['O' 'O' '.']]"
"(1, 1, 0, 2)","[['X' 'X' '.']
 ['X' 'O' 'X']
 ['O' 'O' 'O']]"
"(1, 1, 0, 2)","[['X' 'X' 'O']
 ['X' 'O' 'X']
 ['O' 'O' '.']]"
"(1, 1, 0, 2)","[['X' 'O' 'X']
 ['X' 'O' 'X']
 ['O' 'O' '.']]"
"(1, 1, 0, 2)","[['X' 'O' 'X']
 ['X' 'O' 'X']
 ['O' 'O' '.']]"
"(1, 1, 0, 2)","[['X' 'X' '.']
 ['X' 'O' 'X']
 ['O' 'O' 'O']]"
"(1, 1, 0, 2)","[['X' 'O' 'X']
 ['X' 'O' 'X']
 ['O' 'O' '.']]"
"(1, 1, 0, 2)","[['X' 'X' '.']
 ['X' 'O' 'X']
 ['O' 'O' 'O']]"
"(1, 1, 0, 2)","[['X' 'X' 'O']
 ['X' 'O' 'X']
 ['O' 'O' '.']]"
"(1, 1, 0, 2)","[['X' 'X' 'O']
 ['X' 'O' 'X']
 ['O' 'O' '.']]"
"(1, 1, 0, 2)","[['X' 'O' 'X']
 ['X' 'O' 'X']
 ['O' 'O' '.']]"
"(1, 1, 0, 2)","[['X' 'O' 'X']
 ['X' 'O' 'X']
 ['O' 'O' '.']]"
"(1, 1, 0, 2)","[['X' 'X' 'O']
 ['X' 'O' 'X']
 ['O' 'O' '.']]"
"(1, 1, 0, 2)","[['X' 'X' 'O']
 ['X' 'O' 'X']
 ['O' 'O' '.']]"
"(1, 1, 0, 2)","[['X' 'O' 'X']
 ['X' 'O' 'X']
 ['O' 'O' '.']]"
"(1, 1, 0, 2)","[['X' 'X' 'O']
 ['X' 'O' 'X']
 ['O' 'O' '.']]"
"(1, 1, 0, 2)","[['X' 'X' '.']
 ['X' 'O' 'X']
 ['O' 'O' 'O']]"
"(1, 1, 0, 2)","[['X' 'X' 'O']
 ['X' 'O' 'X']
 ['O' 'O' '.']]"
"(1, 1, 0, 2)","[['X' 'X' 'O']
 ['X' 'O' 'X']
 ['O' 'O' '.']]"
"(1, 1, 0, 2)","[['X' 'O' 'X']
 ['X' 'O' 'X']
 ['O' 'O' '.']]"
"(1, 1, 0, 2)","[['X' 'X' '.']
 ['X' 'O' 'X']
 ['O' 'O' 'O']]"
"(1, 1, 0, 2)","[['X' 'O' 'X']
 ['X' 'O' 'X']
 ['O' 'O' '.']]"
"(1, 1, 0, 2)","[['X' 'X' 'O']
 ['X' 'O' 'X']
 ['O' 'O' '.']]"
"(1, 1, 0, 2)","[['X' 'X' '.']
 ['X' 'O' 'X']
 ['O' 'O' 'O']]"
"(1, 1, 0, 2)","[['X' 'X' 'O']
 ['X' 'O' 'X']
 ['O' 'O' '.']]"
"(1, 1, 0, 2)","[['X' 'X' '.']
 ['X' 'O' 'X']
 ['O' 'O' 'O']]"
"(1, 1, 0, 2)","[['X' 'O' 'X']
 ['X' 'O' 'X']
 ['O' 'O' '.']]"
"(1, 1, 0, 2)","[['X' 'O' 'X']
 ['X' 'O' 'X']
 ['O' 'O' '.']]"
"(1, 1, 0, 2)","[['X' 'O' 'X']
 ['X' 'O' 'X']
 ['O' 'O' '.']]"
"(1, 1, 0, 2)","[['X' 'O' 'X']
 ['X' 'O' 'X']
 ['O' 'O' '.']]"
"(1, 1, 0, 2)","[['X' 'O' 'X']
 ['X' 'O' 'X']
 ['O' 'O' '.']]"
